time,atm_temperature,atm_humidity,atm_air_pressure,atm_air_particle,atm_air_smoke,atm_CO2_ammount,atm_sound_pressure,light_intensity,UV_intensity,quality_rating,user_likes
10374812,23.30,40.70,99.63,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
10409864,23.30,40.70,99.62,971.91,0.00,0.00,14.92,0.00,0.00,200.00,2
10444776,23.30,40.70,99.62,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
10479827,23.30,40.80,99.62,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
10514878,23.30,40.80,99.61,0.00,0.00,0.00,15.10,0.00,0.00,200.00,2
10549930,23.40,40.90,99.62,0.00,0.00,0.00,15.10,0.00,0.00,200.00,2
10584982,23.40,40.80,99.62,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
10620034,23.40,40.80,99.62,0.00,0.00,0.00,14.77,0.00,0.00,200.00,2
10655085,23.40,40.80,99.62,0.00,0.00,0.00,15.25,0.00,0.00,200.00,2
10690137,23.40,40.90,99.62,0.00,0.00,0.00,15.47,0.00,0.00,200.00,2
10725189,23.40,41.00,99.62,0.00,0.00,0.00,15.02,0.00,0.00,200.00,2
10760241,23.40,41.00,99.63,669.22,0.00,0.00,15.13,0.00,0.00,200.00,2
10795202,23.40,41.20,99.63,0.00,0.00,0.00,14.93,0.00,0.00,200.00,2
10830254,23.40,41.20,99.62,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
10865306,23.50,41.30,99.62,0.00,0.00,0.00,15.30,0.00,0.00,200.00,2
10900359,23.40,41.30,99.62,0.00,0.00,0.00,15.47,0.00,0.00,200.00,2
10935412,23.50,41.40,99.63,656.66,0.00,0.00,15.27,0.00,0.00,200.00,2
10970528,23.50,41.40,99.63,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
11005581,23.50,41.50,99.63,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
11040633,23.50,41.50,99.62,0.00,0.00,0.00,15.13,0.00,0.00,200.00,2
11075685,23.50,41.60,99.62,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
11110738,23.50,41.60,99.62,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
11145791,23.50,41.70,99.62,0.00,0.00,0.00,14.92,0.00,0.00,200.00,2
11180844,23.50,41.80,99.62,1798.77,0.00,0.00,14.68,0.00,0.00,200.00,2
11215567,23.50,41.80,99.62,0.00,0.00,0.00,15.13,0.00,0.00,200.00,2
11250619,23.50,41.80,99.61,0.00,0.00,0.00,15.30,0.00,0.00,200.00,2
11285671,23.50,41.80,99.61,412.26,0.00,0.00,15.00,0.00,0.00,200.00,2
11320896,23.50,41.90,99.61,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
11355948,23.60,42.00,99.61,0.00,0.00,0.00,15.13,0.00,0.00,200.00,2
11391000,23.50,42.00,99.61,0.00,0.00,0.00,15.25,0.00,0.00,200.00,2
11426051,23.60,42.00,99.61,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
11461102,23.60,42.20,99.61,2143.12,0.00,0.00,15.17,0.00,0.00,200.00,2
11496211,23.60,42.20,99.61,1632.38,0.00,0.00,15.12,0.00,0.00,200.00,2
11531073,23.60,42.20,99.60,0.00,0.00,0.00,15.32,0.00,0.00,200.00,2
11566124,23.60,42.30,99.60,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
11601175,23.60,42.30,99.61,0.00,0.00,0.00,14.97,0.00,0.00,200.00,2
11636229,23.60,42.40,99.60,0.00,0.00,0.00,14.97,0.00,0.00,200.00,2
11671282,23.60,42.50,99.60,0.00,0.00,0.00,15.32,0.00,0.00,200.00,2
11706335,23.60,42.50,99.61,0.00,0.00,0.00,15.18,0.00,0.00,200.00,2
11741386,23.60,42.60,99.61,0.00,0.00,0.00,15.05,0.00,0.00,200.00,2
11776438,23.60,42.60,99.61,1197.57,0.00,0.00,15.25,0.00,0.00,200.00,2
11811475,23.60,42.70,99.61,0.00,0.00,0.00,15.17,0.00,0.00,200.00,2
11846527,23.60,42.80,99.61,0.00,0.00,0.00,14.92,0.00,0.00,200.00,2
11881578,23.60,42.80,99.61,2351.04,0.00,0.00,15.07,0.00,0.00,200.00,2
11916718,23.60,42.80,99.61,0.00,0.00,0.00,15.20,0.00,0.00,200.00,2
11951771,23.60,42.90,99.61,3610.54,0.00,0.00,15.20,0.00,0.00,200.00,2
11986576,23.60,42.90,99.61,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
12021650,23.60,43.00,99.61,0.00,0.00,0.00,14.98,0.00,0.00,200.00,2
12056703,23.60,42.90,99.60,0.00,0.00,0.00,15.42,0.00,0.00,200.00,2
12091756,23.60,43.00,99.61,0.00,0.00,0.00,15.25,0.00,0.00,200.00,2
12126807,23.60,43.00,99.60,0.00,0.00,0.00,15.15,0.00,0.00,200.00,2
12161859,23.70,43.00,99.61,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
12196912,23.70,43.10,99.60,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
12231965,23.60,43.10,99.60,0.00,0.00,0.00,14.75,0.00,0.00,200.00,2
12267017,23.70,43.20,99.60,0.00,0.00,0.00,14.70,0.00,0.00,200.00,2
12302069,23.70,43.20,99.60,0.00,0.00,0.00,14.53,0.00,0.00,200.00,2
12337121,23.70,43.20,99.60,0.00,0.00,0.00,14.98,0.00,0.00,200.00,2
12372174,23.70,43.20,99.60,454.10,0.00,0.00,15.13,0.00,0.00,200.00,2
12407216,23.70,43.20,99.61,0.00,0.00,0.00,15.20,0.00,0.00,200.00,2
12442268,23.70,43.40,99.60,1008.19,0.00,0.00,15.73,0.00,0.00,200.00,2
12477654,23.70,43.40,99.59,0.00,0.00,0.00,15.32,0.00,0.00,200.00,2
12512708,23.70,43.40,99.59,0.00,0.00,0.00,15.20,0.00,0.00,200.00,2
12547760,23.70,43.40,99.60,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
12582812,23.70,43.60,99.59,0.00,0.00,0.00,15.97,0.00,0.00,200.00,2
12617865,23.70,43.60,99.59,748.58,0.00,0.00,15.02,0.00,0.00,200.00,2
12652913,23.70,43.60,99.59,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
12687964,23.70,43.70,99.59,0.00,0.00,0.00,15.35,0.00,0.00,200.00,2
12723016,23.70,43.70,99.59,0.00,0.00,0.00,15.35,0.00,0.00,200.00,2
12758068,23.70,43.70,99.58,0.00,0.00,0.00,15.75,0.00,0.00,200.00,2
12793121,23.80,43.70,99.59,0.00,0.00,0.00,14.48,0.00,0.00,200.00,2
12828173,23.70,43.70,99.58,548.12,0.00,0.00,15.03,0.00,0.00,200.00,2
12863528,23.80,43.80,99.58,0.00,0.00,0.00,15.03,0.00,0.00,200.00,2
12898579,23.80,43.90,99.58,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
12933632,23.80,44.00,99.58,0.00,0.00,0.00,14.98,0.00,0.00,200.00,2
12968685,23.80,44.00,99.58,0.00,0.00,0.00,15.25,0.00,0.00,200.00,2
13003737,23.80,44.10,99.58,0.00,0.00,0.00,15.00,0.00,0.00,200.00,2
13038790,23.80,44.10,99.57,0.00,0.00,0.00,15.17,0.00,0.00,200.00,2
13073842,23.80,44.10,99.58,493.92,0.00,0.00,15.05,0.00,0.00,200.00,2
13108555,23.80,44.10,99.58,192.02,0.00,0.00,14.83,0.00,0.00,200.00,2
13143868,23.80,44.10,99.58,0.00,0.00,0.00,15.02,0.00,0.00,200.00,2
13178921,23.80,44.20,99.58,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
13213974,23.80,44.20,99.57,1010.47,0.00,0.00,14.82,0.00,0.00,200.00,2
13248686,23.80,44.20,99.57,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
13283738,23.80,44.20,99.58,3193.98,0.00,0.00,15.12,0.00,0.00,200.00,2
13318718,23.80,44.20,99.57,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
13353771,23.80,44.30,99.57,154.68,0.00,0.00,15.17,0.00,0.00,200.00,2
13388996,23.80,44.40,99.58,0.00,0.00,0.00,15.10,0.00,0.00,200.00,2
13424049,23.80,44.40,99.58,0.00,0.00,0.00,15.05,0.00,0.00,200.00,2
13459102,23.80,44.20,99.58,0.00,0.00,0.00,14.82,0.00,0.00,200.00,2
13494166,23.80,44.30,99.57,1031.63,0.00,0.00,14.55,0.00,0.00,200.00,2
13529492,23.80,44.30,99.58,0.00,0.00,0.00,15.38,0.00,0.00,200.00,2
13564545,23.80,44.20,99.58,0.00,0.00,0.00,15.13,0.00,0.00,200.00,2
13599597,23.80,44.30,99.58,0.00,0.00,0.00,15.20,0.00,0.00,200.00,2
13634649,23.80,44.30,99.57,0.00,0.00,0.00,15.03,0.00,0.00,200.00,2
13669702,23.80,44.30,99.58,0.00,0.00,0.00,15.15,0.00,0.00,200.00,2
13704754,23.80,44.30,99.58,0.00,0.00,0.00,14.98,0.00,0.00,200.00,2
13739807,23.80,44.40,99.58,0.00,0.00,0.00,15.13,0.00,0.00,200.00,2
13774859,23.80,44.40,99.57,0.00,0.00,0.00,15.05,0.00,0.00,200.00,2
13809911,23.80,44.40,99.57,0.00,0.00,0.00,15.05,0.00,0.00,200.00,2
13844963,23.80,44.40,99.58,0.00,0.00,0.00,15.23,0.00,0.00,200.00,2
13880015,23.90,44.50,99.58,985.96,0.00,0.00,15.12,0.00,0.00,200.00,2
13914925,23.90,44.50,99.58,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
13949978,23.80,44.50,99.58,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
13985030,23.80,44.60,99.57,0.00,0.00,0.00,15.27,0.00,0.00,200.00,2
14020083,23.90,44.60,99.58,0.00,0.00,0.00,16.90,0.00,0.00,200.00,2
14055135,23.90,44.60,99.58,0.00,0.00,0.00,15.07,0.00,0.00,200.00,2
14090187,23.90,44.60,99.57,0.00,0.00,0.00,15.03,0.00,0.00,200.00,2
14125239,23.90,44.70,99.57,1153.17,0.00,0.00,14.95,0.00,0.00,200.00,2
14159994,23.90,44.70,99.57,0.00,0.00,0.00,15.50,0.00,0.00,200.00,2
14195047,23.90,44.70,99.58,0.00,0.00,0.00,15.00,0.00,0.00,200.00,2
14230098,23.90,44.70,99.58,0.00,0.00,0.00,14.97,0.00,0.00,200.00,2
14265150,23.90,44.80,99.57,0.00,0.00,0.00,15.02,0.00,0.00,200.00,2
14300202,23.90,44.80,99.57,0.00,0.00,0.00,14.50,0.00,0.00,200.00,2
14335254,23.90,44.80,99.57,0.00,0.00,0.00,15.10,0.00,0.00,200.00,2
14370305,23.90,44.70,99.58,0.00,0.00,0.00,15.02,0.00,0.00,200.00,2
14405356,23.90,44.60,99.57,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
14440409,23.90,44.70,99.58,0.00,0.00,0.00,15.17,0.00,0.00,200.00,2
14475461,23.90,44.70,99.57,2476.07,0.00,0.00,15.02,0.00,0.00,200.00,2
14510693,23.90,44.60,99.58,0.00,0.00,0.00,14.45,0.00,0.00,200.00,2
14545746,23.90,44.60,99.57,0.00,0.00,0.00,14.97,0.00,0.00,200.00,2
14580798,23.90,44.60,99.58,0.00,0.00,0.00,15.17,0.00,0.00,200.00,2
14615850,23.90,44.70,99.57,0.00,0.00,0.00,14.80,0.00,0.00,200.00,2
14650903,23.90,44.70,99.58,0.00,0.00,0.00,15.12,0.00,0.00,200.00,2
14685955,23.90,44.80,99.57,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
14721008,23.90,44.80,99.57,0.00,0.00,0.00,14.88,0.00,0.00,200.00,2
14756060,23.90,44.80,99.58,0.00,0.00,0.00,15.22,0.00,0.00,200.00,2
14791111,23.90,44.80,99.58,0.00,0.00,0.00,14.58,0.00,0.00,200.00,2
14826163,23.90,44.80,99.57,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
14861216,23.90,45.00,99.57,0.00,0.00,0.00,15.95,0.00,0.00,200.00,2
14896267,23.90,44.90,99.57,0.00,0.00,0.00,16.33,0.00,0.00,200.00,2
14931320,23.90,44.90,99.58,0.00,0.00,0.00,14.75,0.00,0.00,200.00,2
14966372,23.90,44.90,99.58,0.00,0.00,0.00,15.37,0.00,0.00,200.00,2
15001424,23.90,44.80,99.58,0.00,0.00,0.00,14.62,0.00,0.00,200.00,2
15036476,23.90,44.90,99.58,0.00,0.00,0.00,15.08,0.00,0.00,200.00,2
15071527,23.90,44.80,99.57,0.00,0.00,0.00,15.02,0.00,0.00,200.00,2
15106578,23.90,44.90,99.57,236.67,0.00,0.00,15.05,0.00,0.00,200.00,2
15141700,23.90,44.90,99.57,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
15176752,23.90,44.90,99.58,0.00,0.00,0.00,14.98,0.00,0.00,200.00,2
15211804,23.90,44.90,99.57,0.00,0.00,0.00,15.03,0.00,0.00,200.00,2
15246856,23.90,44.90,99.57,1502.33,0.00,0.00,15.05,0.00,0.00,200.00,2
15281625,23.90,44.90,99.58,0.00,0.00,0.00,14.95,0.00,0.00,200.00,2
15316678,23.90,44.90,99.57,0.00,0.00,0.00,15.10,0.00,0.00,200.00,2
